,name,avg_rating,reviews_count,company_type,Head_Quarters,Company_Age,No_of_Employee
8160,Gulshan Homz,4.2,(49 Reviews),Private,"Ghaziabad,Uttar Pradesh + 2 more",33 years old,
8161,Sagar Asia,3.6,(49 Reviews),Private,Secunderabad + 6 more,45 years old,501-1k employees (Global)
8162,Willis Processing ...,3.9,(49 Reviews),Private,"Mumbai,Maharashtra",30 years old,11-50 employees (India)
8163,Sahara Q Shop,3.1,(49 Reviews),Mumbai + 19 more,10 years old,1k-5k employees (Global),
8164,Kotak Mahindra Ass...,4.2,(49 Reviews),Mumbai + 20 more,24 years old,,
8165,National Public Sc...,3.6,(49 Reviews),Private,Bengaluru + 8 more,9 years old,201-500 employees (Global)
8166,K.R.Pulp & Papers,3.4,(49 Reviews),Public,Shahjahanpur + 1 more,27 years old,501-1k employees (Global)
8167,Goodrich Maritime,4.0,(49 Reviews),Mumbai + 11 more,25 years old,501-1k employees (Global),
8168,Sundaram Industrie...,4.1,(49 Reviews),Chennai + 9 more,79 years old,1k-5k employees (Global),
8169,InterGlobe Enterpr...,4.0,(49 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",33 years old,10k-50k employees (Global)
8170,Span Pumps,3.1,(49 Reviews),Pune + 6 more,35 years old,,
8171,SAL STEEL,3.9,(49 Reviews),Public,"Gurgaon/Gurugram,Haryana + 1 more",19 years old,
8172,Ardent Maschinfabr...,3.9,(49 Reviews),Private,Mumbai + 6 more,11 years old,201-500 employees (Global)
8173,S R Enterprises,4.3,(49 Reviews),Private,Mumbai + 17 more,23 years old,201-500 employees (Global)
8174,Metro Group of Hos...,3.6,(49 Reviews),"Noida,Uttar Pradesh + 7 more",25 years old,,
8175,Drytech Processes ...,3.7,(49 Reviews),Mumbai + 4 more,30 years old,201-500 employees (Global),
8176,MXC Solutions Indi...,3.9,(49 Reviews),Private,Mumbai + 7 more,12 years old,51-200 employees (Global)
8177,General Industrial...,3.6,(49 Reviews),Private,Pune,50 years old,201-500 employees (India)
8178,Total Logistics,4.2,(49 Reviews),Private,Mumbai + 19 more,24 years old,501-1k employees (Global)
8179,InSync Analytics,3.3,(49 Reviews),Private,New York + 3 more,16 years old,51-200 employees (Global)
8180,Cybernetik Technol...,3.7,(49 Reviews),Private,Pune + 4 more,35 years old,51-200 employees (Global)
8181,Ashida Electronics,4.0,(49 Reviews),Private,Thane + 3 more,52 years old,201-500 employees (Global)
8182,Nature S Essence,4.1,(49 Reviews),Private,"Gurgaon/Gurugram,Haryana + 18 more",24 years old,501-1k employees (Global)
8183,LetsTransport,3.4,(49 Reviews),Bangalore + 12 more,7 years old,201-500 employees (India),
8184,Mehin,4.1,(49 Reviews),New Delhi + 18 more,,,
8185,Purnartha Investme...,2.8,(49 Reviews),Private,"Pune,Maharashtra + 7 more",13 years old,5k-10k employees (Global)
8186,Shiash Info Soluti...,3.4,(49 Reviews),Chennai + 2 more,51-200 employees (Global),,
8187,CIEL Textile,3.6,(49 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,1k-5k employees (India),
8188,National Oilwell V...,3.6,(49 Reviews),Houston + 7 more,181 years old,10k-50k employees (Global),
8189,Fortis Malar Hospi...,4.4,(49 Reviews),Public,Chennai + 3 more,26 years old,201-500 employees (India)
8190,K.R.Pulp & Papers,3.4,(49 Reviews),Public,Shahjahanpur + 1 more,27 years old,501-1k employees (Global)
8191,Goodrich Maritime,4.0,(49 Reviews),Mumbai + 11 more,25 years old,501-1k employees (Global),
8192,Goyal & Co.,4.0,(49 Reviews),Private,Bengaluru + 8 more,51 years old,201-500 employees (Global)
8193,Hi-Tech Arai,3.8,(49 Reviews),Madurai + 4 more,37 years old,1k-5k employees (Global),
8194,Sundaram Industrie...,4.1,(49 Reviews),Chennai + 9 more,79 years old,1k-5k employees (Global),
8195,LetsTransport,3.4,(49 Reviews),Bangalore + 12 more,7 years old,201-500 employees (India),
8196,Medeor,3.0,(49 Reviews),"Delhi/NCR,Delhi + 5 more",18 years old,1k-5k employees (Global),
8197,Purnartha Investme...,2.8,(49 Reviews),Private,"Pune,Maharashtra + 7 more",13 years old,5k-10k employees (Global)
8198,Shiash Info Soluti...,3.4,(49 Reviews),Chennai + 2 more,51-200 employees (Global),,
8199,Prasad & Company,4.0,(49 Reviews),Hyderabad + 11 more,59 years old,501-1k employees (Global),
8200,CIEL Textile,3.6,(49 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,1k-5k employees (India),
8201,FAIRWAY ENTERPRISE...,4.0,(49 Reviews),Krishnagiri + 4 more,,,
8202,Mehin,4.1,(49 Reviews),New Delhi + 18 more,,,
8203,Casepoint,3.5,(49 Reviews),Private,"Tysons,,Virginia",14 years old,201-500 employees (Global)
8204,A-i Enterprises,3.5,(49 Reviews),Private,Chennai + 13 more,22 years old,1k-5k employees (Global)
8205,Ptc Industries,4.0,(49 Reviews),Public,Lucknow + 2 more,59 years old,501-1k employees (Global)
8206,ABACUS INDIA AGENC...,4.6,(49 Reviews),"Lucknow,Uttar Pradesh + 4 more",18 years old,51-200 employees (India),
8207,Vasant Masala,4.2,(49 Reviews),Private,"Ahmedabad,Gujarat + 13 more",52 years old,201-500 employees (Global)
8208,Brickwork India,3.5,(49 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",17 years old,201-500 employees (India)
8209,Mantra Properties,3.2,(49 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 employees (Global)
8210,Agilysys Technolog...,3.5,(49 Reviews),"Alpharetta,Georgia",59 years old,501-1k employees (Global),
8211,Melstar Informatio...,3.1,(49 Reviews),Public,"Mumbai,Maharashtra + 6 more",36 years old,201-500 employees (Global)
8212,Hindustan Colas,3.7,(49 Reviews),Private,Mumbai + 13 more,26 years old,51-200 employees (Global)
8213,The Bank of Tokyo-...,3.8,(407 Reviews),Public,Tokyo + 6 more,103 years old,1 Lakh+ employees (India)
8214,United Nations,4.4,(234 Reviews),Private,"New York,New York State + 5 more",77 years old,10k-50k employees (Global)
8215,Orascom Constructi...,4.4,(189 Reviews),Private,Cairo + 5 more,72 years old,11-50 employees (India)
8216,Stallion Group,3.8,(58 Reviews),Private,Lagos + 8 more,53 years old,5k-10k employees (Global)
8217,ThinkPalm Technolo...,4.2,(48 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",12 years old,201-500 employees (India)
8218,Ptc Industries,4.0,(49 Reviews),Public,Lucknow + 2 more,59 years old,501-1k employees (Global)
8219,Euronet Global Dev...,4.3,(49 Reviews),"Leawood,Kansas + 5 more",28 years old,5k-10k employees (Global),
8220,The Bank of Tokyo-...,3.8,(407 Reviews),Public,Tokyo + 6 more,103 years old,1 Lakh+ employees (India)
8221,United Nations,4.4,(235 Reviews),Private,"New York,New York State + 5 more",77 years old,10k-50k employees (Global)
8222,Orascom Constructi...,4.4,(189 Reviews),Private,Cairo + 5 more,72 years old,11-50 employees (India)
8223,Stallion Group,3.8,(58 Reviews),Private,Lagos + 8 more,53 years old,5k-10k employees (Global)
8224,La opala rg,3.6,(48 Reviews),Public,Kolkata + 4 more,35 years old,201-500 employees (Global)
8225,Interra Informatio...,3.0,(48 Reviews),Private,San Jose + 3 more,26 years old,201-500 employees (Global)
8226,Tejora,3.3,(48 Reviews),Private,"Mumbai,Maharashtra + 3 more",19 years old,201-500 employees (Global)
8227,Medvarsity Online,2.8,(48 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",22 years old,51-200 employees (Global)
8228,KSB Tech,4.3,(48 Reviews),Private,Pune + 3 more,17 years old,1k-5k employees (Global)
8229,Presto Stantest,4.1,(48 Reviews),Faridabad + 4 more,40 years old,51-200 employees (India),
8230,Edutel Technologie...,2.9,(48 Reviews),Bengaluru + 4 more,12 years old,201-500 employees (Global),
8231,Roadmap IT Solutio...,4.0,(48 Reviews),Private,Bengaluru + 3 more,18 years old,201-500 employees (Global)
8232,KPTCL,4.5,(48 Reviews),Private,Bengaluru + 11 more,23 years old,51-200 employees (Global)
8233,NSSL,3.7,(48 Reviews),Nagpur,34 years old,,
8234,Lennox India Techn...,3.7,(48 Reviews),Private,"Chennai,Tamil Nadu",127 years old,201-500 employees (India)
8235,Next Retail,4.2,(48 Reviews),Private,Leicester + 20 more,40 years old,10k-50k employees (Global)
8236,Sterling Electro E...,3.7,(48 Reviews),Private,Mumbai + 5 more,30 years old,1k-5k employees (Global)
8237,Qatar Petrochemica...,4.7,(48 Reviews),Doha + 3 more,48 years old,1k-5k employees (Global),
8238,Saffron Lifestyle ...,4.3,(48 Reviews),Private,Ahmedabad + 10 more,25 years old,501-1k employees (Global)
8239,The Oxford College...,4.3,(48 Reviews),Private,Bengaluru,48 years old,11-50 employees (Global)
8240,Orchid Healthcare,3.9,(48 Reviews),Chennai + 4 more,30 years old,,
8241,Network Solutions,3.4,(48 Reviews),Private,Herndon + 13 more,43 years old,501-1k employees (Global)
8242,ROCKWOOL,3.5,(48 Reviews),Private,Hyderabad + 3 more,35 years old,201-500 employees (Global)
8243,Great Eastern Ship...,4.3,(48 Reviews),Public,Mumbai + 1 more,74 years old,1k-5k employees (Global)
8244,Hofincons Group,3.7,(48 Reviews),"Saif Zone,Sharjah + 9 more",42 years old,5k-10k employees (Global),
8245,S.H. Kelkar & Co.,4.2,(48 Reviews),Private,"Mumbai,Maharashtra + 8 more",14 years old,501-1k employees (Global)
8246,ICAT,3.6,(48 Reviews),Private,"Chennai,Tamil Nadu + 4 more",18 years old,51-200 employees (Global)
8247,Indovision Service...,3.6,(48 Reviews),Private,"Delhi/NCR,Delhi + 10 more",10 years old,501-1k employees (Global)
8248,Integral Universit...,4.2,(48 Reviews),Private,Lucknow + 3 more,18 years old,1k-5k employees (Global)
8249,Indian Agricultura...,4.1,(48 Reviews),Private,New Delhi + 6 more,117 years old,51-200 employees (India)
8250,La opala rg,3.6,(48 Reviews),Public,Kolkata + 4 more,35 years old,201-500 employees (Global)
8251,ETA,4.0,(48 Reviews),Private,Chennai + 7 more,28 years old,501-1k employees (India)
8252,MakroCare,3.6,(48 Reviews),Private,"Princeton,New Jersey",26 years old,501-1k employees (Global)
8253,Isha Foundation,3.8,(48 Reviews),"Coimbatore,Tamil Nadu + 6 more",30 years old,501-1k employees (Global),
8254,MSG Global Solutio...,3.5,(48 Reviews),Private,Zurich + 1 more,14 years old,1k-5k employees (Global)
8255,Forbes Facility Se...,4.2,(48 Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old,1k-5k employees (India)
8256,Sietz Technologies,3.9,(48 Reviews),Private,Faridabad + 2 more,25 years old,51-200 employees (Global)
8257,KPTCL,4.5,(48 Reviews),Private,Bengaluru + 11 more,23 years old,51-200 employees (Global)
8258,Moveinsync Technol...,4.2,(48 Reviews),Private,Bangalore + 6 more,13 years old,51-200 employees (India)
8259,Kasturba Hospital,4.4,(48 Reviews),Private,New Delhi + 6 more,117 years old,501-1k employees (Global)
8260,The 3C Company,3.5,(48 Reviews),Private,"Noida,Uttar Pradesh + 2 more",15 years old,1k-5k employees (Global)
8261,Digital Aptech,4.4,(48 Reviews),Private,"Kolkata,West Bengal",10 years old,201-500 employees (Global)
8262,Renu Electronics,3.7,(48 Reviews),Private,Pune,31 years old,201-500 employees (Global)
8263,Next Retail,4.2,(48 Reviews),Private,Leicester + 20 more,40 years old,10k-50k employees (Global)
8264,Airbnb,4.4,(48 Reviews),Private,"San Francisco,California + 4 more",14 years old,1k-5k employees (India)
8265,SI Group,4.6,(48 Reviews),Private,Schenectady + 8 more,116 years old,1k-5k employees (Global)
8266,Element14,4.2,(48 Reviews),Private,"Phoenix,Arizona + 5 more",15 years old,1k-5k employees (Global)
8267,Global Shiksha,3.7,(48 Reviews),Private,Bengaluru + 3 more,11 years old,11-50 employees (Global)
8268,NIIT SmartServe,3.1,(48 Reviews),Private,Noida + 3 more,20 years old,1k-5k employees (Global)
8269,Freight Systems,3.4,(48 Reviews),Public,Dubai + 10 more,34 years old,11-50 employees (Global)
8270,Dedicated Freight ...,4.3,(48 Reviews),Public,New Delhi + 16 more,16 years old,501-1k employees (Global)
8271,Empire Spices & Fo...,4.4,(48 Reviews),Private,"Nasik/Nashik,Maharashtra + 5 more",28 years old,501-1k employees (Global)
8272,Faze Three,3.7,(48 Reviews),Public,"Mumbai,Maharashtra + 5 more",40 years old,501-1k employees (Global)
8273,Spinks Softech,3.8,(48 Reviews),Private,Gurgaon + 3 more,34 years old,
8274,Bodhtree Consultin...,3.5,(48 Reviews),Private,"Pleasanton,California + 2 more",24 years old,501-1k employees (India)
8275,Go Fashion,4.5,(48 Reviews),Chennai + 12 more,,,
8276,Travel Retail Serv...,3.9,(48 Reviews),New Delhi + 9 more,10 years old,201-500 employees (Global),
8277,Almoayyed Internat...,4.5,(48 Reviews),Private,Manama + 2 more,43 years old,
8278,ACS Technologies,3.8,(48 Reviews),Private,Hyderabad + 9 more,42 years old,201-500 employees (Global)
8279,Rakesh Masala,3.7,(48 Reviews),"Noida,Uttar Pradesh + 15 more",26 years old,201-500 employees (Global),
8280,ROI NET Solution,4.6,(48 Reviews),Private,Gurgaon + 13 more,10 years old,51-200 employees (India)
8281,Core Diagnostics,4.5,(48 Reviews),Private,Gurgaon + 5 more,10 years old,201-500 employees (Global)
8282,Travel Retail Serv...,3.9,(48 Reviews),New Delhi + 9 more,10 years old,201-500 employees (Global),
8283,Almoayyed Internat...,4.5,(48 Reviews),Private,Manama + 2 more,43 years old,
8284,LARVOL,4.3,(48 Reviews),San Francisco + 8 more,18 years old,51-200 employees (India),
8285,CADES STUDEC TECHN...,3.7,(48 Reviews),Private,Bengaluru,16 years old,201-500 employees (Global)
8286,Kd Campus,3.6,(48 Reviews),Private,New Delhi + 9 more,7 years old,
8287,MakroCare,3.6,(48 Reviews),Private,"Princeton,New Jersey",26 years old,501-1k employees (Global)
8288,Tejora,3.3,(48 Reviews),Private,"Mumbai,Maharashtra + 3 more",19 years old,201-500 employees (Global)
8289,Indira Gandhi Nati...,3.8,(48 Reviews),Public,"Delhi/NCR,Delhi + 12 more",37 years old,1k-5k employees (Global)
8290,NMC Healthcare,3.9,(48 Reviews),Abu Dhabi + 4 more,48 years old,10k-50k employees (Global),
8291,Edutel Technologie...,2.9,(48 Reviews),Bengaluru + 4 more,12 years old,201-500 employees (Global),
8292,ROCKWOOL,3.5,(48 Reviews),Private,Hyderabad + 3 more,35 years old,201-500 employees (Global)
8293,Primetals Technolo...,4.7,(48 Reviews),Private,London + 2 more,7 years old,201-500 employees (India)
8294,U K Paints,3.5,(48 Reviews),New Delhi + 7 more,103 years old,501-1k employees (Global),
8295,EMKAY AUTOMOBILE I...,3.3,(48 Reviews),Public,Gurgaon + 6 more,44 years old,
8296,YCH Logistics,4.2,(48 Reviews),Private,Singapore + 11 more,67 years old,1k-5k employees (Global)
8297,RACL Geartech,3.7,(48 Reviews),Public,Noida + 3 more,33 years old,201-500 employees (Global)
8298,Courtesy Honda,4.0,(48 Reviews),Chandigarh + 7 more,17 years old,11-50 employees (India),
8299,Saasvaap Techies,4.6,(48 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 3 more",18 years old,51-200 employees (Global)
8300,Bhagwan Mahaveer J...,3.6,(48 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",47 years old,,
8301,Rustomjee Group,4.2,(48 Reviews),"Mumbai,Maharashtra + 4 more",26 years old,501-1k employees (Global),
8302,Kyb Conmat,3.5,(48 Reviews),Vadodara + 9 more,20 years old,201-500 employees (Global),
8303,Jivo Wellness,3.6,(48 Reviews),"Delhi/NCR,Delhi + 6 more",14 years old,51-200 employees (Global),
8304,IonIdea Interactiv...,3.6,(48 Reviews),Private,Fairfax + 4 more,31 years old,501-1k employees (India)
8305,Energy Technical S...,2.5,(48 Reviews),Private,Doha + 5 more,17 years old,201-500 employees (Global)
8306,Derewala Jewellery...,3.6,(48 Reviews),Private,Jaipur,35 years old,
8307,Shiv Nadar School,4.3,(48 Reviews),Private,Noida + 3 more,10 years old,501-1k employees (India)
8308,ACS Technologies,3.8,(48 Reviews),Private,Hyderabad + 9 more,42 years old,201-500 employees (Global)
8309,AVT McCormick Ingr...,4.0,(48 Reviews),Aluva + 7 more,28 years old,201-500 employees (India),
8310,Deen Dayal Upadhya...,4.4,(48 Reviews),New Delhi + 1 more,52 years old,51-200 employees (India),
8311,JBJ TECHNOLOGIES,4.0,(48 Reviews),Greater Noida + 1 more,28 years old,51-200 employees (Global),
8312,Samraat Group,4.2,(48 Reviews),"Hyderabad/Secunderabad,Telangana",32 years old,51-200 employees (Global),
8313,Delux Bearings,4.0,(48 Reviews),Mumbai + 7 more,66 years old,201-500 employees (Global),
8314,Rathi Transpower,3.4,(48 Reviews),Pune + 2 more,39 years old,51-200 employees (Global),
8315,S10 Healthcare Sol...,3.7,(48 Reviews),Private,Chennai,9 years old,201-500 employees (Global)
8316,ECI Engineering & ...,4.4,(48 Reviews),Hyderabad + 8 more,48 years old,1k-5k employees (Global),
8317,Mannai Corporation,4.5,(48 Reviews),Doha + 1 more,72 years old,51-200 employees (India),
8318,Rakesh Masala,3.7,(48 Reviews),"Noida,Uttar Pradesh + 15 more",26 years old,201-500 employees (Global),
8319,Qatar Petrochemica...,4.7,(48 Reviews),Doha + 3 more,48 years old,1k-5k employees (Global),
8320,Saffron Lifestyle ...,4.3,(48 Reviews),Private,Ahmedabad + 10 more,25 years old,501-1k employees (Global)
8321,The Oxford College...,4.3,(48 Reviews),Private,Bengaluru,48 years old,11-50 employees (Global)
8322,Hand In Hand,4.0,(48 Reviews),NGO/NPO,Chennai + 10 more,20 years old,5k-10k employees (Global)
8323,Aerial Services,3.4,(48 Reviews),Cedar Falls + 18 more,55 years old,,
8324,Paras Spices,2.9,(48 Reviews),Gurgaon + 2 more,40 years old,1k-5k employees (Global),
8325,Derewala Jewellery...,3.6,(48 Reviews),Private,Jaipur,35 years old,
8326,Bhagwan Mahaveer J...,3.6,(48 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",47 years old,,
8327,Rustomjee Group,4.2,(48 Reviews),"Mumbai,Maharashtra + 4 more",26 years old,501-1k employees (Global),
8328,Kyb Conmat,3.5,(48 Reviews),Vadodara + 9 more,20 years old,201-500 employees (Global),
8329,Jivo Wellness,3.6,(48 Reviews),"Delhi/NCR,Delhi + 6 more",14 years old,51-200 employees (Global),
8330,LARVOL,4.3,(48 Reviews),San Francisco + 8 more,18 years old,51-200 employees (India),
8331,CADES STUDEC TECHN...,3.7,(48 Reviews),Private,Bengaluru,16 years old,201-500 employees (Global)
8332,ANJ Turnkey Projec...,4.0,(48 Reviews),Mumbai + 4 more,47 years old,51-200 employees (India),
8333,Tufropes,3.7,(48 Reviews),"Mumbai,Maharashtra + 4 more",29 years old,501-1k employees (Global),
8334,LG Polymers,4.3,(48 Reviews),Private,Vijayawada + 5 more,61 years old,
8335,Orchid Healthcare,3.9,(48 Reviews),Chennai + 4 more,30 years old,,
8336,Epicu Agro Product...,3.3,(48 Reviews),Private,Delhi + 8 more,,
8337,Zydus Takeda Healt...,4.1,(48 Reviews),Private,Tokyo + 1 more,241 years old,201-500 employees (Global)
8338,INEL POWER SYSTEM ...,3.7,(48 Reviews),Private,Chennai + 8 more,25 years old,501-1k employees (Global)
8339,Kd Campus,3.6,(48 Reviews),Private,New Delhi + 9 more,7 years old,
8340,LandCraft Develope...,4.2,(48 Reviews),Private,"Ghaziabad,Uttar Pradesh + 1 more",15 years old,51-200 employees (Global)
8341,DesignBoxed,4.4,(48 Reviews),Private,Mohali + 1 more,11 years old,51-200 employees (India)
8342,LatentView Analyti...,3.9,(48 Reviews),Private,"Princeton,New Jersey + 2 more",16 years old,501-1k employees (Global)
8343,Paramatrix Technol...,4.2,(48 Reviews),Private,"Mumbai,Maharashtra + 1 more",18 years old,1k-5k employees (Global)
8344,Al Shifa Multispec...,4.1,(48 Reviews),Private,New Delhi + 8 more,11 years old,
8345,BD,4.5,(48 Reviews),Private,"Franklin Lakes,New Jersey + 10 more",125 years old,50k-1 Lakh employees (Global)
